45K090--White R. nr Plain

DATE         TIME    FLOW (cfs)   QUALITY
01/07/2002   00:00      No Data       255
01/08/2002   00:00      No Data       255
01/09/2002   00:00      No Data       255
01/10/2002   00:00      No Data       255
01/11/2002   00:00      No Data       255
01/12/2002   00:00      No Data       255
01/13/2002   00:00      No Data       255
01/14/2002   00:00      No Data       255
01/15/2002   00:00      No Data       255
01/16/2002   00:00      No Data       255
01/17/2002   00:00      No Data       255
01/18/2002   00:00      No Data       255
01/19/2002   00:00      No Data       255
01/20/2002   00:00      No Data       255
01/21/2002   00:00      No Data       255
01/22/2002   00:00      No Data       255
01/23/2002   00:00      No Data       255
01/24/2002   00:00      No Data       255
01/25/2002   00:00      No Data       255
01/26/2002   00:00      No Data       255
01/27/2002   00:00      No Data       255
01/28/2002   00:00      No Data       255
01/29/2002   00:00      No Data       255
01/30/2002   00:00      No Data       255
01/31/2002   00:00      No Data       255
02/01/2002   00:00      No Data       255
02/02/2002   00:00      No Data       255
02/03/2002   00:00      No Data       255
02/04/2002   00:00      No Data       255
02/05/2002   00:00      No Data       255
02/06/2002   00:00      No Data       255
02/07/2002   00:00      No Data       255
02/08/2002   00:00      No Data       255
02/09/2002   00:00      No Data       255
02/10/2002   00:00      No Data       255
02/11/2002   00:00      No Data       255
02/12/2002   00:00      No Data       255
02/13/2002   00:00      No Data       255
02/14/2002   00:00      No Data       255
02/15/2002   00:00      No Data       255
02/16/2002   00:00      No Data       255
02/17/2002   00:00      No Data       255
02/18/2002   00:00      No Data       255
02/19/2002   00:00      No Data       255
02/20/2002   00:00      No Data       255
02/21/2002   00:00      No Data       255
02/22/2002   00:00      No Data       255
02/23/2002   00:00      No Data       255
02/24/2002   00:00      No Data       255
02/25/2002   00:00      No Data       255
02/26/2002   00:00      No Data       255
02/27/2002   00:00      No Data       255
02/28/2002   00:00      No Data       255
03/01/2002   00:00      No Data       255
03/02/2002   00:00      No Data       255
03/03/2002   00:00      No Data       255
03/04/2002   00:00      No Data       255
03/05/2002   00:00      No Data       255
03/06/2002   00:00      No Data       255
03/07/2002   00:00      No Data       255
03/08/2002   00:00      No Data       255
03/09/2002   00:00      No Data       255
03/10/2002   00:00      No Data       255
03/11/2002   00:00      No Data       255
03/12/2002   00:00      No Data       255
03/13/2002   00:00      No Data       255
03/14/2002   00:00      No Data       255
03/15/2002   00:00      No Data       255
03/16/2002   00:00      No Data       255
03/17/2002   00:00      No Data       255
03/18/2002   00:00      No Data       255
03/19/2002   00:00      No Data       255
03/20/2002   00:00      No Data       255
03/21/2002   00:00      No Data       255
03/22/2002   00:00      No Data       255
03/23/2002   00:00      No Data       255
03/24/2002   00:00      No Data       255
03/25/2002   00:00      No Data       255
03/26/2002   00:00      No Data       255
03/27/2002   00:00      No Data       255
03/28/2002   00:00      No Data       255
03/29/2002   00:00      No Data       255
03/30/2002   00:00      No Data       255
03/31/2002   00:00      No Data       255
04/01/2002   00:00      No Data       255
04/02/2002   00:00      No Data       255
04/03/2002   00:00      No Data       255
04/04/2002   00:00      No Data       255
04/05/2002   00:00      No Data       255
04/06/2002   00:00      No Data       255
04/07/2002   00:00      No Data       255
04/08/2002   00:00      No Data       255
04/09/2002   00:00      No Data       255
04/10/2002   00:00      No Data       255
04/11/2002   00:00      No Data       255
04/12/2002   00:00      No Data       255
04/13/2002   00:00      No Data       255
04/14/2002   00:00      No Data       255
04/15/2002   00:00      No Data       255
04/16/2002   00:00      No Data       255
04/17/2002   00:00      No Data       255
04/18/2002   00:00      No Data       255
04/19/2002   00:00      No Data       255
04/20/2002   00:00      No Data       255
04/21/2002   00:00      No Data       255
04/22/2002   00:00      No Data       255
04/23/2002   00:00      No Data       255
04/24/2002   00:00      No Data       255
04/25/2002   00:00      No Data       255
04/26/2002   00:00      No Data       255
04/27/2002   00:00      No Data       255
04/28/2002   00:00      No Data       255
04/29/2002   00:00      No Data       255
04/30/2002   00:00      No Data       255
05/01/2002   00:00      No Data       255
05/02/2002   00:00      No Data       255
05/03/2002   00:00      No Data       255
05/04/2002   00:00      No Data       255
05/05/2002   00:00      No Data       255
05/06/2002   00:00      No Data       255
05/07/2002   00:00      No Data       255
05/08/2002   00:00      No Data       255
05/09/2002   00:00      No Data       255
05/10/2002   00:00      No Data       255
05/11/2002   00:00      No Data       255
05/12/2002   00:00      No Data       255
05/13/2002   00:00      No Data       255
05/14/2002   00:00      No Data       255
05/15/2002   00:00      No Data       255
05/16/2002   00:00      No Data       255
05/17/2002   00:00      No Data       255
05/18/2002   00:00      No Data       255
05/19/2002   00:00      No Data       255
05/20/2002   00:00      No Data       255
05/21/2002   00:00      No Data       255
05/22/2002   00:00      No Data       255
05/23/2002   00:00      No Data       255
05/24/2002   00:00      No Data       255
05/25/2002   00:00      No Data       255
05/26/2002   00:00      No Data       255
05/27/2002   00:00      No Data       255
05/28/2002   00:00      No Data       255
05/29/2002   00:00      No Data       255
05/30/2002   00:00      No Data       255
05/31/2002   00:00      No Data       255
06/01/2002   00:00      No Data       255
06/02/2002   00:00      No Data       255
06/03/2002   00:00      No Data       255
06/04/2002   00:00      No Data       255
06/05/2002   00:00      No Data       255
06/06/2002   00:00      No Data       255
06/07/2002   00:00      No Data       255
06/08/2002   00:00      No Data       255
06/09/2002   00:00      No Data       255
06/10/2002   00:00      No Data       255
06/11/2002   00:00      No Data       255
06/12/2002   00:00      No Data       255
06/13/2002   00:00      No Data       255
06/14/2002   00:00      No Data       255
06/15/2002   00:00      No Data       255
06/16/2002   00:00      No Data       255
06/17/2002   00:00      No Data       255
06/18/2002   00:00      No Data       255
06/19/2002   00:00      No Data       255
06/20/2002   00:00      No Data       255
06/21/2002   00:00      No Data       255
06/22/2002   00:00      No Data       255
06/23/2002   00:00      No Data       255
06/24/2002   00:00      No Data       255
06/25/2002   00:00      No Data       255
06/26/2002   00:00      No Data       255
06/27/2002   00:00      No Data       255
06/28/2002   00:00      No Data       255
06/29/2002   00:00      No Data       255
06/30/2002   00:00      No Data       255
07/01/2002   00:00      No Data       255
07/02/2002   00:00      No Data       255
07/03/2002   00:00      No Data       255
07/04/2002   00:00      No Data       255
07/05/2002   00:00      No Data       255
07/06/2002   00:00      No Data       255
07/07/2002   00:00      No Data       255
07/08/2002   00:00      No Data       255
07/09/2002   00:00      No Data       255
07/10/2002   00:00      No Data       255
07/11/2002   00:00      No Data       255
07/12/2002   00:00      No Data       255
07/13/2002   00:00      No Data       255
07/14/2002   00:00      No Data       255
07/15/2002   00:00      No Data       255
07/16/2002   00:00      No Data       255
07/17/2002   00:00      No Data       255
07/18/2002   00:00      No Data       255
07/19/2002   00:00      No Data       255
07/20/2002   00:00      No Data       255
07/21/2002   00:00      No Data       255
07/22/2002   00:00      No Data       255
07/23/2002   00:00      No Data       255
07/24/2002   00:00      No Data       255
07/25/2002   00:00      No Data       255
07/26/2002   00:00      No Data       255
07/27/2002   00:00      No Data       255
07/28/2002   00:00      No Data       255
07/29/2002   00:00      No Data       255
07/30/2002   00:00      No Data       255
07/31/2002   00:00      No Data       255
08/01/2002   00:00      No Data       255
08/02/2002   00:00      No Data       255
08/03/2002   00:00      No Data       255
08/04/2002   00:00      No Data       255
08/05/2002   00:00      No Data       255
08/06/2002   00:00      No Data       255
08/07/2002   00:00      No Data       255
08/08/2002   00:00      No Data       255
08/09/2002   00:00      No Data       255
08/10/2002   00:00      No Data       255
08/11/2002   00:00      No Data       255
08/12/2002   00:00      No Data       255
08/13/2002   00:00      No Data       255
08/14/2002   00:00      No Data       255
08/15/2002   00:00      No Data       255
08/16/2002   00:00      No Data       255
08/17/2002   00:00      No Data       255
08/18/2002   00:00      No Data       255
08/19/2002   00:00      No Data       255
08/20/2002   00:00      No Data       255
08/21/2002   00:00      No Data       255
08/22/2002   00:00      No Data       255
08/23/2002   00:00      No Data       255
08/24/2002   00:00      No Data       255
08/25/2002   00:00      No Data       255
08/26/2002   00:00      No Data       255
08/27/2002   00:00      No Data       255
08/28/2002   00:00      No Data       255
08/29/2002   00:00      No Data       255
08/30/2002   00:00      No Data       255
08/31/2002   00:00      No Data       255
09/01/2002   00:00      No Data       255
09/02/2002   00:00      No Data       255
09/03/2002   00:00      No Data       255
09/04/2002   00:00      No Data       255
09/05/2002   00:00      No Data       255
09/06/2002   00:00      No Data       255
09/07/2002   00:00      No Data       255
09/08/2002   00:00      No Data       255
09/09/2002   00:00      No Data       255
09/10/2002   00:00      No Data       255
09/11/2002   00:00      No Data       255
09/12/2002   00:00      No Data       255
09/13/2002   00:00      No Data       255
09/14/2002   00:00      No Data       255
09/15/2002   00:00      No Data       255
09/16/2002   00:00      No Data       255
09/17/2002   00:00      No Data       255
09/18/2002   00:00      No Data       255
09/19/2002   00:00      No Data       255
09/20/2002   00:00          173         2
09/21/2002   00:00          158         2
09/22/2002   00:00          145         2
09/23/2002   00:00          145         2
09/24/2002   00:00          144         2
09/25/2002   00:00          141         2
09/26/2002   00:00          137         2
09/27/2002   00:00          136         2
09/28/2002   00:00          125         2
09/29/2002   00:00          125         2
09/30/2002   00:00          133         2
10/01/2002   00:00          125         2
